"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"LCAHW","Landcadia Holdings, Inc.","n/a","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/lcahw",
"LNDC","Landec Corporation","12.55","$341.69M","1996","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/lndc",
"LARK","Landmark Bancorp Inc.","26.202","$95.32M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lark",
"LMRK","Landmark Infrastructure Partners LP","17.67","$270.18M","2014","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrk",
"LMRKP","Landmark Infrastructure Partners LP","25.745","n/a","n/a","Consumer Services","Real Estate","http://www.nasdaq.com/symbol/lmrkp",
"LE","Lands&#39; End, Inc.","16.43","$526.24M","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/le",
"LSTR","Landstar System, Inc.","68.71","$2.89B","1993","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/lstr",
"LNTH","Lantheus Holdings, Inc.","7.58","$230.34M","2015","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/lnth",
"LTRX","Lantronix, Inc.","1.2533","$19.08M","2000","Technology","Computer Communications Equipment","http://www.nasdaq.com/symbol/ltrx",
"LSCC","Lattice Semiconductor Corporation","5.91","$711.29M","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/lscc",
"LAWS","Lawson Products, Inc.","17.56","$154.46M","n/a","Consumer Durables","Industrial Specialties","http://www.nasdaq.com/symbol/laws",
"LAYN","Layne Christensen Company","9.4","$186.14M","1992","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/layn",
"LCNB","LCNB Corporation","17.67","$176.33M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/lcnb",
"LBIX","Leading Brands Inc","2.52","$7.21M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/lbix",
"LGCY","Legacy Reserves LP","1.63","$118.03M","2007","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcy",
"LGCYO","Legacy Reserves LP","4.53","$31.71M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyo",
"LGCYP","Legacy Reserves LP","4.54","$9.08M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lgcyp",
"LTXB","LegacyTexas Financial Group, Inc.","29.98","$1.43B","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/ltxb",
"DDBI","Legg Mason Developed EX-US Diversified Core ETF","26.21","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/ddbi",
"EDBI","Legg Mason Emerging Markets Diversified Core ETF","29.42","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/edbi",
"LVHD","Legg Mason Low Volatility High Dividend ETF","28.58","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/lvhd",
"UDBI","Legg Mason US Diversified Core ETF","27.5702","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/udbi",
"LMAT","LeMaitre Vascular, Inc.","17.39","$321.1M","2006","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmat",
"TREE","LendingTree, Inc.","110.39","$1.3B","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/tree",
"LXRX","Lexicon Pharmaceuticals, Inc.","16.24","$1.69B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lxrx",
"LGIH","LGI Homes, Inc.","34.06","$716.05M","2013","Capital Goods","Homebuilding","http://www.nasdaq.com/symbol/lgih",
"LHCG","LHC Group","38.86","$705.44M","2005","Health Care","Medical/Nursing Services","http://www.nasdaq.com/symbol/lhcg",
"LBRDA","Liberty Broadband Corporation","67.95","$12.34B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrda",
"LBRDK","Liberty Broadband Corporation","68.85","$12.51B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbrdk",
"LBTYA","Liberty Global plc","32.44","$29.84B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtya",
"LBTYB","Liberty Global plc","31.63","$29.1B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyb",
"LBTYK","Liberty Global plc","31.59","$29.06B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lbtyk",
"LILA","Liberty Global plc","29.2","$26.86B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lila",
"LILAK","Liberty Global plc","29.71","$27.33B","n/a","Consumer Services","Television Services","http://www.nasdaq.com/symbol/lilak",
"LVNTA","Liberty Interactive Corporation","39.44","$24.39B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvnta",
"LVNTB","Liberty Interactive Corporation","38.27","$23.66B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/lvntb",
"QVCA","Liberty Interactive Corporation","22.16","$13.7B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvca",
"QVCB","Liberty Interactive Corporation","22.26","$13.76B","n/a","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/qvcb",
"BATRA","Liberty Media Corporation","16.77","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/batra",
"BATRK","Liberty Media Corporation","16.31","$7.64B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/batrk",
"LMCA","Liberty Media Corporation","22.05","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmca",
"LMCK","Liberty Media Corporation","21.75","$10.18B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lmck",
"LSXMA","Liberty Media Corporation","33.83","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxma",
"LSXMB","Liberty Media Corporation","33.85","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxmb",
"LSXMK","Liberty Media Corporation","33.3","$15.59B","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/lsxmk",
"TAX","Liberty Tax, Inc.","13.53","$174.47M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/tax",
"LTRPA","Liberty TripAdvisor Holdings, Inc.","21.26","$1.59B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpa",
"LTRPB","Liberty TripAdvisor Holdings, Inc.","22.7","$1.7B","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/ltrpb",
"LPNT","LifePoint Health, Inc.","58.41","$2.49B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/lpnt",
"LCUT","Lifetime Brands, Inc.","13.31","$192.06M","1991","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/lcut",
"LFVN","Lifevantage Corporation","13.15","$184.47M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lfvn",
"LWAY","Lifeway Foods, Inc.","10.62","$171.61M","n/a","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/lway",
"LGND","Ligand Pharmaceuticals Incorporated","113.47","$2.37B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lgnd",
"LTBR","Lightbridge Corporation","3.08","$14.78M","n/a","Consumer Services","Professional Services","http://www.nasdaq.com/symbol/ltbr",
"LPTH","LightPath Technologies, Inc.","1.95","$30.4M","1996","Technology","Semiconductors","http://www.nasdaq.com/symbol/lpth",
"LIME","Lime Energy Co.","2.05","$19.74M","n/a","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/lime",
"LLNW","Limelight Networks, Inc.","1.74","$182.13M","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/llnw",
"LMNR","Limoneira Co","18.89","$267.83M","n/a","Consumer Non-Durables","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/lmnr",
"LINC","Lincoln Educational Services Corporation","1.89","$45.01M","2005","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/linc",
"LECO","Lincoln Electric Holdings, Inc.","65","$4.37B","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/leco",
"LIND","Lindblad Expeditions Holdings Inc.","9.01","$413.45M","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/lind",
"LINDW","Lindblad Expeditions Holdings Inc.","1.7","n/a","2013","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/lindw",
"LLTC","Linear Technology Corporation","58.97","$14.13B","1986","Technology","Semiconductors","http://www.nasdaq.com/symbol/lltc",
"LBIO","Lion Biotechnologies, Inc.","9.29","$542.88M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/lbio",
"LIOX","Lionbridge Technologies, Inc.","4.94","$306.26M","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/liox",
"LPCN","Lipocine Inc.","4.36","$79.61M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/lpcn",
"LQDT","Liquidity Services, Inc.","9.4","$288.97M","2006","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/lqdt",
"LFUS","Littelfuse, Inc.","120.05","$2.7B","n/a","Consumer Durables","Electrical Products","http://www.nasdaq.com/symbol/lfus",
"LIVN","LivaNova PLC","62.7","$3.08B","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/livn",
"LOB","Live Oak Bancshares, Inc.","13.48","$461.11M","2015","Finance","Major Banks","http://www.nasdaq.com/symbol/lob",
"LIVE","Live Ventures Incorporated","1.97","$33.22M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/live",
"LPSN","LivePerson, Inc.","7.62","$440.27M","2000","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/lpsn",
"LKQ","LKQ Corporation","35.35","$10.86B","n/a","Consumer Services","Motor Vehicles","http://www.nasdaq.com/symbol/lkq",
"LMFA","LM Funding America, Inc.","8.01","$26.43M","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfa",
"LMFAW","LM Funding America, Inc.","0.43","n/a","2015","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/lmfaw",
"LMIA","LMI Aerospace, Inc.","7.2","$97.54M","1998","Capital Goods","Military/Government/Technical","http://www.nasdaq.com/symbol/lmia",
"LOGI","Logitech International S.A.","21.84","$3.53B","1997","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/logi",
"LOGM","LogMein, Inc.","83.07","$2.1B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/logm",
"EVAR","Lombard Medical, Inc.","1.16","$23.07M","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/evar",
"CNCR","Loncar Cancer Immunotherapy ETF","25.92","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/cncr",
"LONE","Lonestar Resources US Inc.","9.75","$146.68M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/lone",
"LTEA","Long Island Iced Tea Corp.","4.24","$26.36M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/ltea",
"LORL","Loral Space and Communications, Inc.","36.13","$1.12B","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/lorl",
"LOXO","Loxo Oncology, Inc.","26.89","$582.55M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/loxo",
"LPTN","Lpath, Inc.","1.819","$4.32M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/lptn",
"LPLA","LPL Financial Holdings Inc.","27.66","$2.46B","2010","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/lpla",
"LRAD","LRAD Corporation","1.8771","$59.69M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/lrad",
"LYTS","LSI Industries Inc.","10.96","$273.1M","1985","Consumer Durables","Building Products","http://www.nasdaq.com/symbol/lyts",
"LULU","lululemon athletica inc.","80.27","$10.21B","2007","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/lulu",
"LITE","Lumentum Holdings Inc.","32.66","$1.94B","n/a","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/lite",
"LMNX","Luminex Corporation","21.77","$948.06M","2000","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/lmnx",
"LMOS","Lumos Networks Corp.","13.53","$317.46M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/lmos",
"LUNA","Luna Innovations Incorporated","1.21","$33.51M","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/luna",
"MBTF","M B T Financial Corp","8.75","$198.91M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbtf",
"MIIIU","M III Acquisition Corp.","9.71","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/miiiu",
"MCBC","Macatawa Bank Corporation","7.94","$269.34M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mcbc",
"MFNC","Mackinac Financial Corporation","11.34","$70.61M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mfnc",
"MTSI","MACOM Technology Solutions Holdings, Inc.","40.07","$2.15B","2012","Technology","Semiconductors","http://www.nasdaq.com/symbol/mtsi",
"MCUR","MACROCURE LTD.","1.44","$24.56M","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/mcur",
"MGNX","MacroGenics, Inc.","31.83","$1.11B","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mgnx",
"MDGL","Madrigal Pharmaceuticals, Inc.","8.135","$915122.42","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdgl",
"MAGS","Magal Security Systems Ltd.","5.36","$87.9M","1993","Consumer Durables","Telecommunications Equipment","http://www.nasdaq.com/symbol/mags",
"MGLN","Magellan Health, Inc.","59.35","$1.46B","n/a","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/mgln",
"MPET","Magellan Petroleum Corporation","6.1","$35.15M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mpet",
"MGIC","Magic Software Enterprises Ltd.","7.74","$343.15M","1991","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mgic",
"CALL","magicJack VocalTec Ltd","5.9","$93.55M","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/call",
"MNGA","MagneGas Corporation","0.6201","$28.46M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mnga",
"MGYR","Magyar Bancorp, Inc.","9.76","$56.8M","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/mgyr",
"MHLD","Maiden Holdings, Ltd.","14.01","$1.04B","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhld",
"MHLDO","Maiden Holdings, Ltd.","51.54","$170.08M","n/a","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/mhldo",
"MSFG","MainSource Financial Group, Inc.","22.62","$543.03M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/msfg",
"COOL","Majesco Entertainment Company","3.71","$9.65M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/cool",
"MMYT","MakeMyTrip Limited","20.1","$848.67M","2010","Consumer Services","Transportation Services","http://www.nasdaq.com/symbol/mmyt",
"MBUU","Malibu Boats, Inc.","13.81","$247.47M","2014","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mbuu",
"MLVF","Malvern Bancorp, Inc.","16.28","$106.81M","n/a","Finance","Banks","http://www.nasdaq.com/symbol/mlvf",
"MAMS","MAM Software Group, Inc.","6.2","$77.32M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mams",
"MANH","Manhattan Associates, Inc.","60.31","$4.32B","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/manh",
"LOAN","Manhattan Bridge Capital, Inc","5.91","$43.1M","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/loan",
"MNTX","Manitex International, Inc.","5.985","$96.51M","n/a","Technology","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mntx",
"MTEX","Mannatech, Incorporated","17.31","$46.77M","n/a","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mtex",
"MNKD","MannKind Corporation","1","$478.05M","2004","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnkd",
"MANT","ManTech International Corporation","40.25","$1.54B","2002","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/mant",
"MARA","Marathon Patent Group, Inc.","3.03","$45.35M","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/mara",
"MCHX","Marchex, Inc.","2.85","$123.45M","2004","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/mchx",
"MARPS","Marine Petroleum Trust","4.018","$8.04M","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/marps",
"MRNS","Marinus Pharmaceuticals, Inc.","1.59","$31.02M","2014","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrns",
"MKTX","MarketAxess Holdings, Inc.","164.49","$6.19B","2004","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/mktx",
"MKTO","Marketo, Inc.","34.79","$1.57B","2013","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mkto",
"MRLN","Marlin Business Services Corp.","18.16","$227.72M","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/mrln",
"MAR","Marriott International","72.88","$18.54B","n/a","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mar",
"MBII","Marrone Bio Innovations, Inc.","0.949","$23.33M","2013","Basic Industries","Agricultural Chemicals","http://www.nasdaq.com/symbol/mbii",
"MRTN","Marten Transport, Ltd.","21.63","$702.54M","1986","Transportation","Trucking Freight/Courier Services","http://www.nasdaq.com/symbol/mrtn",
"MMLP","Martin Midstream Partners L.P.","21.26","$753.77M","2002","Energy","Oil Refining/Marketing","http://www.nasdaq.com/symbol/mmlp",
"MRVL","Marvell Technology Group Ltd.","11.7","$5.98B","2000","Technology","Semiconductors","http://www.nasdaq.com/symbol/mrvl",
"MASI","Masimo Corporation","59.03","$2.91B","2007","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/masi",
"MTCH","Match Group, Inc.","15.89","$4B","2015","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/mtch",
"MATN","Mateon Therapeutics, Inc. ","0.7","$18.58M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/matn",
"MTLS","Materialise NV","6.77","$320.39M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtls",
"MTRX","Matrix Service Company","17.6","$468.43M","1990","Basic Industries","Engineering & Construction","http://www.nasdaq.com/symbol/mtrx",
"MAT","Mattel, Inc.","34.02","$11.59B","n/a","Consumer Non-Durables","Recreational Products/Toys","http://www.nasdaq.com/symbol/mat",
"MATR","Mattersight Corporation","3.81","$101.22M","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/matr",
"MATW","Matthews International Corporation","61.04","$1.96B","1994","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/matw",
"MFRM","Mattress Firm Holding Corp.","63.84","$2.38B","2011","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/mfrm",
"MXIM","Maxim Integrated Products, Inc.","40.99","$11.65B","1988","Technology","Semiconductors","http://www.nasdaq.com/symbol/mxim",
"MXPT","MaxPoint Interactive, Inc.","8.86","$58.47M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/mxpt",
"MXWL","Maxwell Technologies, Inc.","5.15","$165.22M","n/a","Miscellaneous","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mxwl",
"MZOR","Mazor Robotics Ltd.","23.49","$499.34M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mzor",
"MBFI","MB Financial Inc.","39.15","$2.89B","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfi",
"MBFIP","MB Financial Inc.","27.46","$109.84M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbfip",
"MCFT","MCBC Holdings, Inc.","11.93","$221.33M","2015","Capital Goods","Marine Transportation","http://www.nasdaq.com/symbol/mcft",
"MGRC","McGrath RentCorp","31.64","$756.44M","1984","Technology","Diversified Commercial Services","http://www.nasdaq.com/symbol/mgrc",
"MDCA","MDC Partners Inc.","13.78","$688.11M","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/mdca",
"MFIN","Medallion Financial Corp.","5.38","$130.74M","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mfin",
"MFINL","Medallion Financial Corp.","25.16","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/mfinl",
"MTBC","Medical Transcription Billing, Corp.","0.823","$8.44M","2014","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbc",
"MTBCP","Medical Transcription Billing, Corp.","26.6598","$6.17M","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mtbcp",
"MNOV","MediciNova, Inc.","7.07","$243.71M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mnov",
"MDSO","Medidata Solutions, Inc.","54.21","$3.12B","2009","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mdso",
"MDGS","Medigus Ltd.","1.63","$10.45M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdgs",
"MDVN","Medivation, Inc.","65.3","$10.84B","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mdvn",
"MDWD","MediWound Ltd.","6.74","$147.27M","2014","Consumer Durables","Specialty Chemicals","http://www.nasdaq.com/symbol/mdwd",
"MDVX","Medovex Corp.","1.36","$15.39M","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdvx",
"MDVXW","Medovex Corp.","0.0536","n/a","2015","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mdvxw",
"MEDP","Medpace Holdings, Inc.","29.22","$1.16B","2016","n/a","n/a","http://www.nasdaq.com/symbol/medp",
"MEET","MeetMe, Inc.","6.15","$322.78M","n/a","Consumer Services","Advertising","http://www.nasdaq.com/symbol/meet",
"MEIP","MEI Pharma, Inc.","2.04","$69.68M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/meip",
"MPEL","Melco Crown Entertainment Limited","15.52","$8.44B","2006","Consumer Services","Hotels/Resorts","http://www.nasdaq.com/symbol/mpel",
"MLNX","Mellanox Technologies, Ltd.","42.14","$2.03B","2007","Technology","Semiconductors","http://www.nasdaq.com/symbol/mlnx",
"MELR","Melrose Bancorp, Inc.","15.0503","$40.61M","2014","Finance","Major Banks","http://www.nasdaq.com/symbol/melr",
"MEMP","Memorial Production Partners LP","1.83","$152.78M","2011","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/memp",
"MRD","Memorial Resource Development Corp.","14.59","$3.01B","2014","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/mrd",
"MENT","Mentor Graphics Corporation","21.83","$2.34B","1984","Technology","EDP Services","http://www.nasdaq.com/symbol/ment",
"MTSL","MER Telemanagement Solutions Ltd.","1.3","$11.3M","1997","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/mtsl",
"MELI","MercadoLibre, Inc.","170.13","$7.51B","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/meli",
"MBWM","Mercantile Bank Corporation","25.88","$421.31M","1998","Finance","Major Banks","http://www.nasdaq.com/symbol/mbwm",
"MERC","Mercer International Inc.","8.19","$529.84M","n/a","Basic Industries","Paper","http://www.nasdaq.com/symbol/merc",
"MBVT","Merchants Bancshares, Inc.","32.19","$221.27M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/mbvt",
"MRCY","Mercury Systems Inc","23.62","$945.48M","1998","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mrcy",
"EBSB","Meridian Bancorp, Inc.","15.22","$817.72M","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ebsb",
"VIVO","Meridian Bioscience Inc.","19.3","$812.27M","1986","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","http://www.nasdaq.com/symbol/vivo",
"MMSI","Merit Medical Systems, Inc.","24.23","$1.08B","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mmsi",
"MACK","Merrimack Pharmaceuticals, Inc.","5.27","$681.1M","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mack",
"MSLI","Merus Labs International Inc.","0.9582","$111.97M","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/msli",
"MRUS","Merus N.V.","9.08","$139.9M","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/mrus",
"MLAB","Mesa Laboratories, Inc.","104.97","$384.76M","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mlab",
"MESO","Mesoblast Limited","6.36","$485.11M","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/meso",
"CASH","Meta Financial Group, Inc.","57.61","$491.08M","1993","Finance","Savings Institutions","http://www.nasdaq.com/symbol/cash",
"MBLX","Metabolix, Inc.","0.45","$12.53M","2006","Basic Industries","Containers/Packaging","http://www.nasdaq.com/symbol/mblx",
"MEOH","Methanex Corporation","29.28","$2.63B","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/meoh",
"MFRI","MFRI, Inc.","7.6925","$56.81M","1989","Capital Goods","Pollution Control Equipment","http://www.nasdaq.com/symbol/mfri",
"MGCD","MGC Diagnostics Corporation","6.95","$30.38M","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/mgcd",
"MGEE","MGE Energy Inc.","56.02","$1.94B","n/a","Energy","Electric Utilities: Central","http://www.nasdaq.com/symbol/mgee",
"MGPI","MGP Ingredients, Inc.","34.04","$568.39M","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","http://www.nasdaq.com/symbol/mgpi",
"MCHP","Microchip Technology Incorporated","61.21","$13.18B","1993","Technology","Semiconductors","http://www.nasdaq.com/symbol/mchp",
"MU","Micron Technology, Inc.","15.53","$16.13B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mu",
"MICT","Micronet Enertec Technologies, Inc.","2.04","$11.99M","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mict",
"MICTW","Micronet Enertec Technologies, Inc.","0.1301","n/a","n/a","Capital Goods","Electrical Products","http://www.nasdaq.com/symbol/mictw",
"MSCC","Microsemi Corporation","39.85","$4.51B","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/mscc",
"MSFT","Microsoft Corporation","58.12","$452.9B","1986","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/msft",
"MSTR","MicroStrategy Incorporated","166.75","$1.91B","1998","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/mstr",
"MVIS","Microvision, Inc.","1.6","$82.81M","1996","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/mvis",
